359,4.7,0,0,0,0,0,58,101253
360,3.9,0,0,0,0,0,11,101252
361,3.1,0,0,0,0,0,246,101252
362,3.1,0,0,0,0,0,71,101252
363,3.1,0,0,0,0,0,346,101252
364,3.2,0,0,0,0,0,75,101253
365,3.5,0,0,0,0,0,338,101253
366,4,0,0,0,0,0,140,101253
367,3.6,0,0,0,0,0,17,101253
368,4.2,0.033962,124.106826,0,19,0,303,101253
369,4.8,6.731945,136.183744,91,74,0,91,101253
370,5.4,12.340796,149.178206,278,98,0,86,101253
371,6.1,16.108614,163.094313,527,80,2.6,175,101253
372,6.6,17.674041,177.643541,458,91,3.1,320,101253
373,6.9,16.875371,192.291718,411,83,3.6,310,101253
374,7,13.796557,206.463281,240,76,2.6,360,101253
375,6.9,8.742378,219.776273,36,35,1.5,320,101253
376,6.6,2.230017,232.144622,0,0,1.5,320,101253
377,6.2,0,0,0,0,1.2,274,101253
378,5.6,0,0,0,0,1,320,101253
379,5.1,0,0,0,0,0,175,101252
380,4.7,0,0,0,0,0,336,101253
381,4.3,0,0,0,0,0,104,101253
382,4,0,0,0,0,0,163,101253
383,3.7,0,0,0,0,0,288,101252
384,3.5,0,0,0,0,0,32,101252
385,3.4,0,0,0,0,0,109,101252
386,3.2,0,0,0,0,0,30,101252
387,3.1,0,0,0,0,0,98,101252
388,3,0,0,0,0,0,192,101252
389,3.1,0,0,0,0,2.1,48,101252
390,3.3,0,0,0,0,3.1,290,101252
391,3.8,0,0,0,0,4.1,280,101253
392,4.4,0.133373,123.93366,0,13,3.6,250,101253
393,5.2,6.867806,136.022987,0,54,4.1,260,101253
394,6.1,12.497936,149.034623,7,95,3.6,290,101253
395,6.8,16.285885,162.975192,26,116,4.6,300,101253
396,7.4,17.868222,177.556353,387,127,4.1,280,101253
397,7.8,17.08094,192.240692,265,101,3.6,300,101254
398,8,14.007153,206.447482,123,86,3.6,270,101254
399,7.8,8.952063,219.790793,19,33,4.1,290,101254
400,7.5,2.425666,232.183128,0,0,2.6,330,101253
401,6.9,0,0,0,0,1,340,101253
402,6.3,0,0,0,0,1,330,101253
403,5.7,0,0,0,0,1,310,101253
404,5.1,0,0,0,0,1,310,101253
405,4.6,0,0,0,0,1.5,290,101253
406,4.2,0,0,0,0,2,245,101253
407,3.9,0,0,0,0,2,267,101253
408,3.7,0,0,0,0,2,33,101253
409,5.2,0,0,0,0,2,3,101253
410,5.1,0,0,0,0,2,73,101253
411,5,0,0,0,0,2,1,101253
412,5,0,0,0,0,2,255,101253
413,5.1,0,0,0,0,3.6,121,101253
414,5.2,0,0,0,0,3.1,280,101253
415,5.5,0,0,0,0,2.6,280,101253
416,5.9,0.239472,123.759028,0,13,2.1,270,101253
417,6.3,7.010512,135.861382,0,56,2.6,290,101253
418,6.8,12.661956,148.891033,7,97,3.6,340,101254
419,7.3,16.469941,162.857138,17,120,5.7,350,101254
420,7.7,18.068913,177.471457,18,123,5.1,350,101254
421,7.9,17.292551,192.193154,14,106,6.2,350,101254
422,8,14.223182,206.43615,1,71,5.7,350,101254
423,7.9,9.166557,219.810466,0,24,5.1,350,101254
424,7.7,2.626224,232.227228,0,0,5.7,350,101254
425,7.4,0,0,0,0,6.2,360,101253
426,7,0,0,0,0,5.1,360,101253
427,6.6,0,0,0,0,4.1,360,101253
428,6.3,0,0,0,0,3.6,350,101253
429,6,0,0,0,0,3.6,360,101253
430,5.7,0,0,0,0,3.6,313,101253
431,5.5,0,0,0,0,3.6,307,101253
432,5.4,0,0,0,0,3.6,114,101253
433,6,0,0,0,0,3.6,3,101253
434,6,0,0,0,0,3.6,88,101253
435,5.9,0,0,0,0,3.6,238,101253
436,5.9,0,0,0,0,3.6,6,101253
437,5.9,0,0,0,0,3.6,349,101253
438,6,0,0,0,0,2.1,347,101253
439,6.1,0,0,0,0,2.1,340,101253
440,6.2,0.352348,123.58303,48,22,2.1,340,101253
441,6.4,7.160021,135.699021,0,57,2.6,330,101253
442,6.6,12.832795,148.747516,7,98,3.6,330,101253
443,6.8,16.660711,162.740223,18,121,4.6,340,101253
444,6.9,18.276033,177.388921,21,124,4.6,350,101253
445,7,17.510111,192.149165,178,110,3.6,350,101253
446,7,14.444543,206.429333,2,73,4.3,195,101253
447,7,9.385756,219.835322,0,25,5.1,360,101253
448,6.9,2.83154,232.276934,0,0,3.6,10,101253
449,6.8,0,0,0,0,2.1,10,101253
450,6.6,0,0,0,0,2.1,10,101253
451,6.5,0,0,0,0,1,20,101253
452,6.4,0,0,0,0,1.5,330,101252
453,6.3,0,0,0,0,0,230,101252
454,6.2,0,0,0,0,0,85,101253
455,6.1,0,0,0,0,0,355,101253
456,6.1,0,0,0,0,0,6,101252
457,1,0,0,0,0,0,14,101252
458,0.9,0,0,0,0,0,157,101252
459,0.7,0,0,0,0,0,274,101252
460,0.7,0,0,0,0,0,13,101252
461,0.8,0,0,0,0,0,57,101252
462,1,0,0,0,0,3.1,59,101252
463,1.4,0,0,0,0,3.6,240,101252
464,1.9,0.472082,123.405766,0,14,4.1,230,101252
465,2.6,7.316287,135.535988,0,58,4.6,240,101252
466,3.3,13.010391,148.60415,8,100,4.1,240,101252
467,4,16.85812,162.624517,21,123,4.1,250,101253
468,4.5,18.489496,177.308809,0,81,3.6,250,101253
469,4.9,17.733524,192.108781,0,70,3.1,250,101253
470,5,14.671134,206.427075,0,46,3.6,280,101253
471,4.9,9.60955,219.865389,0,27,3.1,280,101253
472,4.6,3.041461,232.332255,0,0,4.6,270,101253
473,4.1,0,0,0,0,3.1,300,101253
474,3.5,0,0,0,0,4.1,290,101253
475,3,0,0,0,0,3.1,310,101253
476,2.5,0,0,0,0,3.1,310,101253
477,2.1,0,0,0,0,3.1,158,101252
478,1.7,0,0,0,0,3.1,27,101252
479,1.5,0,0,0,0,3.1,304,101252
480,1.3,0,0,0,0,3.1,82,101253
481,7,0,0,0,0,3.1,191,101253
482,6.9,0,0,0,0,3.1,180,101253
483,6.9,0,0,0,0,3.1,153,101253
484,6.8,0,0,0,0,3.1,348,101253
485,6.9,0,0,0,0,3.1,172,101253
486,7,0,0,0,0,2.6,70,101253
487,7.2,0,0,0,0,2.6,310,101253
488,7.5,0.598741,123.227334,23,25,2.6,290,101253
489,7.8,7.479262,135.372371,261,61,3.1,310,101253
490,8.2,13.19468,148.461008,397,84,3.1,151,101253
